X,Y,C_SO2
36202.69862,1200.05,16.544219848807256
46066.00139075377,1200.05,16.485784566136644
55929.30416150754,1200.05,16.42735825345352
65792.60693226132,1200.05,16.368959526292677
75655.90970301509,1200.05,16.31060753971112
85519.21247376886,1200.05,16.252321997310002
95382.51524452263,1200.05,16.19412315961815
105245.8180152764,1200.05,16.136031851675984
115109.12078603017,1200.05,16.07806946964039
124972.42355678394,1200.05,16.02025798622526
134835.7263275377,1200.05,15.962619954759678
144699.02909829147,1200.05,15.905178511656581
154562.33186904524,1200.05,15.847957377049676
164425.634639799,1200.05,15.790980853360681
174288.93741055278,1200.05,15.73427382155092
184152.24018130655,1200.05,15.677861734798585
194015.54295206032,1200.05,15.621770609357755
203878.8457228141,1200.05,15.566027012345161
213742.14849356786,1200.05,15.510658046226665
223605.45126432163,1200.05,15.455691329779517
233468.7540350754,1200.05,15.401154975335748
243332.05680582917,1200.05,15.347077562145138
253195.35957658294,1200.05,15.293488105719584
263058.6623473367,1200.05,15.240416023084224
272921.96511809045,1200.05,15.187891093892548
282785.26788884425,1200.05,15.135943417427404
292648.570659598,1200.05,15.084603365566428
302511.8734303518,1200.05,15.03390153185713
312375.1762011055,1200.05,14.983868676897634
322238.47897185927,1200.05,14.93453567029688
332101.78174261306,1200.05,14.885933429526192
341965.08451336686,1200.05,14.838092856033528
351828.3872841206,1200.05,14.791044769012812
361691.69005487434,1200.05,14.744819837253118
371554.99282562814,1200.05,14.69944850946816
381418.29559638194,1200.05,14.654960943495698
391281.5983671357,1200.05,14.6113869346836
401144.9011378894,1200.05,14.568755843693078
411008.2039086432,1200.05,14.527096523811883
420871.506679397,1200.05,14.486437247711013
430734.80945015076,1200.05,14.446805633356657
440598.1122209045,1200.05,14.40822856852593
450461.4149916583,1200.05,14.370732133087802
460324.7177624121,1200.05,14.334341517839178
470188.02053316584,1200.05,14.299080938290695
480051.3233039196,1200.05,14.264973541348178
489914.6260746734,1200.05,14.232041302315993
499777.9288454272,1200.05,14.200304909098241
509641.2316161809,1200.05,14.169783629834333
519504.53438693465,1200.05,14.140495159518377
529367.8371576885,1200.05,14.11245544037944
539231.1399284423,1200.05,14.085678449929734
549094.442699196,1200.05,14.060175949628368
558957.7454699498,1200.05,14.035957186011847
568821.0482407036,1200.05,14.013028534900315
578684.3510114574,1200.05,13.991393077884009
588547.6537822111,1200.05,13.971050098659124
598410.9565529649,1200.05,13.951994484943809
608274.2593237186,1200.05,13.93421601954855
618137.5620944725,1200.05,13.917698541743244
628000.8648652262,1200.05,13.902418957257044
637864.16763598,1200.05,13.88834607209588
647727.4704067338,1200.05,13.875439221829302
657590.7731774875,1200.05,13.863646664160862
667454.0759482413,1200.05,13.85290369852533
677317.378718995,1200.05,13.84313047243341
687180.6814897488,1200.05,13.834229430689392
697043.9842605026,1200.05,13.826082361171649
706907.2870312564,1200.05,13.81854699081989
716770.5898020101,1200.05,13.81145308968559
726633.892572764,1200.05,13.804598052455667
736497.1953435177,1200.05,13.79774195035711
746360.4981142714,1200.05,13.790602088714808
756223.8008850252,1200.05,13.7828471765538
766087.1036557789,1200.05,13.774091327856754
775950.4064265328,1200.05,13.76388828568585
785813.7091972865,1200.05,13.751726506366227
795677.0119680403,1200.05,13.737026068459558
805540.3147387941,1200.05,13.719138760236868
815403.6175095479,1200.05,13.697353072192529
825266.9202803016,1200.05,13.670906006852986
835130.2230510553,1200.05,13.63900334397989
844993.5258218091,1200.05,13.60084898307636
854856.8285925629,1200.05,13.555682219414903
864720.1313633167,1200.05,13.502820049029635
874583.4341340704,1200.05,13.441701930638734
884446.7369048243,1200.05,13.371941373692708
894310.039675578,1200.05,13.293415794620792
904173.3424463317,1200.05,13.206544002990615
914036.6452170855,1200.05,13.113707484403735
923899.9479878392,1200.05,13.03387569539948
933763.2507585931,1200.05,13.070656304438744
943626.5535293468,1200.05,13.168626710322012
953489.8563001006,1200.05,13.266269800184713
963353.1590708544,1200.05,13.357643832438534
973216.4618416082,1200.05,13.442120218667776
983079.7646123619,1200.05,13.520003780317223
992943.0673831156,1200.05,13.591896442932802
1002806.3701538694,1200.05,13.658526778690364
1012669.6729246232,1200.05,13.720678331069768
1022532.975695377,1200.05,13.779147435627596
1032396.2784661307,1200.05,13.834713458249382
1042259.5812368846,1200.05,13.888116717493872
1052122.8840076383,1200.05,13.940042629324706
1061986.186778392,1200.05,13.991111328188438
1071849.4895491458,1200.05,14.04187200193347
1081712.7923198994,1200.05,14.092801048391678
1091576.0950906533,1200.05,14.144303117663897
1101439.3978614071,1200.05,14.196714171096882
1111302.7006321608,1200.05,14.250305827414861
1121166.0034029146,1200.05,14.305290431562119
1131029.3061736682,1200.05,14.361826438737493
1140892.608944422,1200.05,14.42002383741989
1150755.911715176,1200.05,14.479949435767272
1160619.2144859296,1200.05,14.541631907802056
1170482.5172566834,1200.05,14.60506654434259
1180345.820027437,1200.05,14.670219684506057
1190209.122798191,1200.05,14.73703282185233
1200072.4255689448,1200.05,14.805426388890764
1209935.7283396984,1200.05,14.87530322764399
1219799.0311104523,1200.05,14.946551754309754
1229662.333881206,1200.05,15.01904882415597
1239525.6366519597,1200.05,15.092662299583166
1249388.9394227136,1200.05,15.167253320605045
1259252.2421934674,1200.05,15.24267827348005
1269115.544964221,1200.05,15.31879045067166
1278978.847734975,1200.05,15.395441394442235
1288842.1505057286,1200.05,15.472481918003913
1298705.4532764824,1200.05,15.549762802903738
1308568.7560472363,1200.05,15.627135179615689
1318432.05881799,1200.05,15.70445061022258
1328295.3615887437,1200.05,15.781560907032754
1338158.6643594974,1200.05,15.85831773800629
1348021.9671302512,1200.05,15.934572087260696
1357885.269901005,1200.05,16.010173654653894
1367748.5726717587,1200.05,16.084970290239536
1377611.8754425126,1200.05,16.158807565089127
1387475.1782132664,1200.05,16.231528577929282
1397338.48098402,1200.05,16.30297408641143
1407201.783754774,1200.05,16.37298303274091
1417065.0865255278,1200.05,16.44139350722163
1426928.3892962814,1200.05,16.508044162178713
1436791.6920670352,1200.05,16.572776055745777
1446654.9948377889,1200.05,16.635434873262017
1456518.2976085427,1200.05,16.695873446527397
1466381.6003792966,1200.05,16.753954470202356
1476244.9031500502,1200.05,16.80955330170716
1486108.205920804,1200.05,16.86256072635084
1495971.5086915577,1200.05,16.912885572701384
1505834.8114623115,1200.05,16.96045707299342
1515698.1142330654,1200.05,17.005226878015158
1525561.417003819,1200.05,17.04717065351759
1535424.7197745729,1200.05,17.086289204070862
1545288.0225453267,1200.05,17.12260908898507
1555151.3253160804,1200.05,17.156182712510223
1565014.6280868342,1200.05,17.187087886422763
1574877.930857588,1200.05,17.2154268771908
1584741.2336283417,1200.05,17.24132496229717
1594604.5363990956,1200.05,17.26492853131697
1604467.8391698492,1200.05,17.28640277735393
1614331.141940603,1200.05,17.305929033746185
1624194.444711357,1200.05,17.32370181970386
1634057.7474821105,1200.05,17.33992566668568
1643921.0502528644,1200.05,17.35481180457464
1653784.353023618,1200.05,17.36857479253211
1663647.6557943719,1200.05,17.381429183189493
1673510.9585651257,1200.05,17.393586309786183
1683374.2613358793,1200.05,17.40525128336532
1693237.5641066332,1200.05,17.416620280688882
1703100.866877387,1200.05,17.427878193002723
1712964.1696481407,1200.05,17.43919669136586
1722827.4724188945,1200.05,17.45073274665332
1732690.7751896484,1200.05,17.462627622584602
1742554.077960402,1200.05,17.475006339552376
1752417.3807311559,1200.05,17.487977587094946
1762280.6835019095,1200.05,17.50163404501901
1772143.9862726633,1200.05,17.51605305862024
1782007.2890434172,1200.05,17.531297603031845
1791870.5918141708,1200.05,17.547417465892327
1801733.8945849247,1200.05,17.564450576243996
1811597.1973556783,1200.05,17.582424410415793
1821460.5001264322,1200.05,17.601357411932764
1831323.802897186,1200.05,17.621260371289864
1841187.1056679396,1200.05,17.642137721786824
1851050.4084386935,1200.05,17.663988718613986
1860913.7112094474,1200.05,17.68680847920988
1870777.013980201,1200.05,17.710588872938555
1880640.3167509548,1200.05,17.73531925694539
1890503.6195217087,1200.05,17.760987062329992
1900366.9222924623,1200.05,17.78757824049402
1910230.2250632162,1200.05,17.81507758363177
1920093.5278339698,1200.05,17.84346893600959
1929956.8306047237,1200.05,17.872735314064023
1939820.1333754775,1200.05,17.902858953657695
1949683.4361462311,1200.05,17.93382130228466
1959546.738916985,1200.05,17.965602972821102
1969410.0416877386,1200.05,17.99818367374789
1979273.3444584925,1200.05,18.031542128823407
1989136.6472292463,1200.05,18.06565599707968
1998999.95,1200.05,15.942454888124946
36202.69862,11047.17301005025,16.476096732982185
46066.00139075377,11047.17301005025,16.416707615292168
55929.30416150754,11047.17301005025,16.35732460975875
65792.60693226132,11047.17301005025,16.297966728465973
75655.90970301509,11047.17301005025,16.238653547670783
85519.21247376886,11047.17301005025,16.17940521858531
95382.51524452263,11047.17301005025,16.120242477611324
105245.8180152764,11047.17301005025,16.061186655854975
115109.12078603017,11047.17301005025,16.00225968773963
124972.42355678394,11047.17301005025,15.943484118506838
134835.7263275377,11047.17301005025,15.884883110387205
144699.02909829147,11047.17301005025,15.82648044720617
154562.33186904524,11047.17301005025,15.768300537164881
164425.634639799,11047.17301005025,15.710368413540545
174288.93741055278,11047.17301005025,15.652709733024862
184152.24018130655,11047.17301005025,15.595350771423897
194015.54295206032,11047.17301005025,15.53831841643934
203878.8457228141,11047.17301005025,15.481640157247076
213742.14849356786,11047.17301005025,15.4253440706167
223605.45126432163,11047.17301005025,15.369458803314636
233468.7540350754,11047.17301005025,15.31401355056459
243332.05680582917,11047.17301005025,15.25903803038286
253195.35957658294,11047.17301005025,15.204562453625957
263058.6623473367,11047.17301005025,15.150617489661526
272921.96511809045,11047.17301005025,15.097234227612615
282785.26788884425,11047.17301005025,15.04444413320478
292648.570659598,11047.17301005025,14.99227900131101
302511.8734303518,11047.17301005025,14.940770904366376
312375.1762011055,11047.17301005025,14.889952136909711
322238.47897185927,11047.17301005025,14.839855156578652
332101.78174261306,11047.17301005025,14.790512521969351
341965.08451336686,11047.17301005025,14.741956827830316
351828.3872841206,11047.17301005025,14.69422063811969
361691.69005487434,11047.17301005025,14.647336417485834
371554.99282562814,11047.17301005025,14.601336461753036
381418.29559638194,11047.17301005025,14.556252827972957
391281.5983671357,11047.17301005025,14.51211726456414
401144.9011378894,11047.17301005025,14.468961141968343
411008.2039086432,11047.17301005025,14.426815384148325
420871.506679397,11047.17301005025,14.385710401057326
430734.80945015076,11047.17301005025,14.34567602201942
440598.1122209045,11047.17301005025,14.30674142967967
450461.4149916583,11047.17301005025,14.268935093876019
460324.7177624121,11047.17301005025,14.23228470440929
470188.02053316584,11047.17301005025,14.196817101275997
480051.3233039196,11047.17301005025,14.162558200444312
489914.6260746734,11047.17301005025,14.129532912733461
499777.9288454272,11047.17301005025,14.097765052751818
509641.2316161809,11047.17301005025,14.067277234214588
519504.53438693465,11047.17301005025,14.038090747215419
529367.8371576885,11047.17301005025,14.010225412237508
539231.1399284423,11047.17301005025,13.983699404773844
549094.442699196,11047.17301005025,13.958529043423319
558957.7454699498,11047.17301005025,13.934728533154525
568821.0482407036,11047.17301005025,13.912309654131716
578684.3510114574,11047.17301005025,13.891281384948146
588547.6537822111,11047.17301005025,13.871649447357907
598410.9565529649,11047.17301005025,13.853415757504195
608274.2593237186,11047.17301005025,13.83657776622943
618137.5620944725,11047.17301005025,13.821127668178482
628000.8648652262,11047.17301005025,13.807051456052056
637864.16763598,11047.17301005025,13.794327792422598
